Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
"There is something that all the Colombians share and is that force that we have inside, and this felling to be alive and do everything with our hearts!! That is what make us find a solution to everything, put a smile into the problems and beat them all, t",6,7,4,5
"registered to vote today. tking wife to do the same tomorrow... oct 8 is the deadline. whatever you beleive, please do this. in a democracy you get the leaders you deserve",5,5,1,3
omg the stupid weather...,4,4,2,3
Needs  a partner in Crime!!!,5,5,6,6
fuk a bitch stack chips get money!!,5,4,6,6
jesus.... everyones geting so old including me! noooo i dont want to be a old fart 8D,4,4,5,5
two epic gigs in 1 week! Wooop!,6,7,5,6
"Should be completely done painting, decorating and unpacking this weekend! Then its time for a HOUSE WARMING party...and drinks will be a flowin!!!..LOL",6,6,7,6
Cant stand it!,4,3,5,5
"If you're easily offended,	       -Fuck Off!!!",4,3,8,7
up the worlds a$$ that what i think right now sorry if anyone might be offended by that,4,2,5,3
"Look, if you are really uncomfortable with drug use, stop pretending as if you are neutral. Your indecision comes off as damp with prejudice and disingenuity.",3,3,4,3
not in the mood to work...have a slight fever...my right arm really hurts...badly misses someone...my printer is out of order! what a bad day!!,4,1,5,6
As usual going to work right now...,5,5,1,3
"Calling ALL MODELS!!!!!!! Model Call Wednesday, April 14th 2010 @ <ADDRESS>. Registration begins @ 7 pm SHARP!!!! Only $40, includes televised interviews, photoshoots, free admission to the Pre Freaknic Party beginning @ 11 pm later that night.",5,5,6,7
Nights like this really make me miss the old days in the bluff,5,3,1,1
I have no time to waste!!!,5,5,5,7
Mommy's comming back from Oregon.... yay!!,7,7,7,6
In first period they're molesting my bear lmao he's cute though:-),6,6,3,2
visited Vanderbilt this weekend. It was interesting and gave me a lot to think about.,6,5,1,1
thank you everyone who said happy birthday,7,5,3,1
"What we think, we become !!!!!",5,5,6,8
"The play last, night was soooo long but it was really good!!! :)",6,7,6,7
WiShIn YoU a VeRy Happy Valentinez Day guys n Galz....!!!!,6,6,6,7
Trying to clean up my account now.,5,5,1,1
Look at yor future,5,5,1,1
just had the best weekend,6,5,1,1
whaaat a dayy [:,7,7,3,4
Global warming meltdown - beat the new pagan religion,5,5,2,1
brb. :),6,6,1,2
oh shit ! i just got done with my homework like ..... lol but no 4real i did .... lol,6,6,5,5
"Yea, I passed out on my bed so now i have to burn through my homework.",5,5,3,1
"time is me & i should know, i knew this several months ago. I knew more than i do now, for I've been turned around somehow.",5,5,2,1
"Whatever you give to a woman, she will make it greater. Give her sperm, she will give you a baby. Give her a house, she will give you a home. Give her groceries, she will give you a meal. Give her a smile and she will give you her heart. She multiplies and enlarges whatever she is given. So if you give her crap.......be ready to receive a ton of SHIT !!!!...Real women keep this going!",6,5,4,6
how are you,6,5,1,1
wants to thank my lucky stars for all the beautiful friendships I have made over the years :) I love you all and thank you for the birthday wishes  <3,7,9,3,3
is hoping for some decent weather this weekend....,5,5,2,2
Time for anthropology. Talk about fun. Lol,4,4,1,2
internet is jackkkkkkked. love you,5,6,3,3
still sick...,4,4,1,3
I have been without my boys for 2 days and I still haven't accomplished half of what I wanted to do!!!  My time management sux!,4,4,5,5
college application is not for the faint of heart!  Immunization forms are for the birds!  One place won't sign off because they didn't do one shot and the other place won't sign off because they didn't do some other shot..  WHO's going to SIGN THE FORM>>,4,4,6,5
i LOVE my guy friends so much! i would die without them! they r so awesome and amazing! so 2 all of my guy friends just knw tht i totally and completely LOVE you!,7,8,4,6
when you think that the fire is out stir the coals and throw another log on it. this fire is no where near burnt out.,6,5,2,1
Be anxious for nothing,5,5,1,1
- Thanks for the happy birthdays everyone :):),7,7,4,2
Has the hiccups,5,5,1,1
Such a nice day :) Sadly I'm spending it doing homework.,6,7,2,2
"Hoping that this training\ doesnt take 3 hours like the chaplain said it would. I hope he doesnt pass out copies of the \""Shack\""....\""""",5,5,1,2
We make a living by what we *get*. We make a life by what we *give*. Something to think about when prioritizing..,6,6,1,3
!| R A Di O H Ea D |!,5,5,4,6
Oh yea and for my pep in town with me... The HORN Saturday for the PARTY!!!!!,5,6,7,8
Almost done unpackin. House looks beautiful. Lovin life...,7,8,2,2
Thanks You guys!!! Going to disney World!!,7,7,8,6
The heater and the hot water in my building arent workin. Im about to crash someones house with a bag of cloths and a bar of soap.,4,4,2,1
need to quit making an ass out of mi self,4,4,1,2
Wisconsin Dells tomorrow!! 2 days and nights at the Wilderness!! :),6,7,6,6
I'm not sure what's wrong... But it's probably your fault!,4,4,5,5
Holy Christ! Had a great time last night. Thanks everyone for coming.,6,7,6,5
brazil :x,5,5,1,3
SOOOOO TIRED,4,4,2,5
Merry Christmas Everyone!!! God bless you all. XOXO,7,8,6,6
Boiling pasta,5,5,1,1
Arkham Asylum is far too addicting...,5,5,1,3
so bored,5,4,1,1
My name is <PERSON>....not <PERSON> anymore....wkwkwkwkwkwkwk,5,5,3,4
whew got this day over with..off the nxt 2 days!!! ...my lil man doesnt have strep jst viral gotta run its coarse !!! thanx god !,6,7,6,7
going to vegas tomorrow. Phantom of the opera here i come!,6,6,5,5
I am so exhausted after a long day at work. I need a foot massage! :),5,6,5,5
"When copying a work schedule, be very careful not to skip any days...turns out I don't open, so morning needn't start so early. :-(",4,6,3,3
My face.. it feels like someone is punching it from the inside. Stupid sinuses.,4,4,3,3
why do you have to cut the back of your hair shorter than the front to become a nurse?,5,5,3,1
wiide awake....again....my puppy dog is sleeping great though...,5,4,2,3
<PERSON> on my mind.....,5,5,1,3
"hi,....now say something.",5,5,1,3
i eat a faqyt dik when i sck a fat pussy,4,5,2,3
OH MY GOSH!! Range was nerve racking!! But I must say my car was pretty sexy! :},6,6,6,7
i got an itouch,5,5,1,1
"just chillin in detroit ,]",6,6,1,2
So I had to replace my damaged phone with a new one and lost a few more recent phone numbers so if you have my number send me a text with whom you are plz  thank you,5,5,1,1
There are better parts of me than my name for you to put in ya mouth....curious just ask me!!!!!!,5,5,7,7
Still waiting on that life changing phone call... maybe tomorrow...,5,4,2,3
B-day shopping...yay lol. At least I hav good company :),7,6,3,3
sittin here on this thing for the third time ever!!! lol,6,5,6,6
i am not sure if the multiple engagements showing up on my friends' feed are for serious or april fools :P,5,5,3,1
holy cows eating corn chips! i have friends!? XD,6,6,5,5
I can trade any animal for an egret. as 1 egret is holding me from moving up to next level,5,5,3,1
NEWS24        Oxo are introducing a new white Oxo cube with a red cross in        support         of the England team.  It's called the Laughing Stock        All future England matches have been moved to the Gay Adult        Channel.         Apparently the sight of 11 arseholes getting hammered for 90        minutes         was far too explicit for ITV,5,3,1,3
Just got alot of songs for <PERSON> (Ddr on the computer xP) I have Still Alive also from Portal =D this should be fun!,6,6,4,5
i got converse shoes :),6,7,2,1
Cheers to crashing random people's parties! <PERSON> here?,6,6,5,5
"<PERSON>    all numbers up. IS NOW ON FACEBOOK!! NO JOKE. Go to the top right of         your screen, click Account then Edit Friends. Go to theleft side of your        screen and click Phonebook. Everyone's phone numbers are now         beingpublished. Please repost to let your friends know this is         ......happening so they can remove their ...numbers by.",5,4,3,6
How is it possible that you make me strong and weak at the same time...,5,4,1,3
"i had the best time lastnight it was only the first half day of spring break but me,r<PERSON>,<PERSON>,<PERSON>,<PERSON>,<PERSON>,<PERSON>,and <PERSON> had the best time we did so much and we still have a week to go. God i love my friends",6,8,2,1
never thought cleaning the car Air filter ( K&N ) would be this hard !....,4,4,5,5
blueberry,5,5,1,1
hopes he can stay at this really good job. I am so afraid of what could happen. Not for me...no. But my wife and kids. I'm who they depend on for substance.. to provide for them. To fail them would be hearbreaking. Pray for me to keep on keepin' on and trust in God to provide no matter what the outcome might be.,4,2,2,3
Sick in bed :-(,4,3,1,3
"man these quizzes are fun ,idk y i do them",6,5,2,1
"thanks for all the birthday wishes, twas a good day :)",7,7,3,1
"Yes, I finally did it!!!",6,7,6,7
all i want for christmas is a hippopotamus,6,5,1,1
sick of being alone,4,3,1,1
summer starts tomorrow :D,7,6,3,3
"Had a very odd dream. Jess Scheer , Josia Klein , Laura Zweig , and Tommy from the Rugrats were in it (except all he did was give me a Reptar shirt.) I enjoyed it very much. =D",6,6,4,3
Almost Dad's Birthday!!!! : ),7,7,8,7
"Facebook game...here's the deal - IF you like me, you need to click LIKE\ to this status...real friends will click they like you""",5,5,1,3
good night.. bye..,5,5,1,3
"Change your Facebook profile picture to a cartoon from your childhood and invite your friends to do the same. Until Monday(Dec.6) there should be no human faces on Facebook, but an invasion of memories. This is for violence against children",5,5,1,1
"A normal person has 1,000 wishes. A MARINE only has one, to come home safe. I know 97% of you won't post this as your status, but the 3% that do are my friends. In honor of someone that died, a wounded warrior, or who is fighting for your freedom, please re-post in there own honor.",5,5,1,3
thank u all for the greetings:) it made my day happier to know how many woderfull people in my life are exist:) thanks all,7,8,2,2
"12hr shift, then home to mow front and back garden. . knackered!",4,4,5,5
Anyone got Marvel VS Capcom 3 for PS3? My PSN is Driaz1,5,5,2,1
It's saturday had a horrible friday nite hope today is a better day,6,3,1,1
Butt set....lol.,5,5,2,2
is still getting used to this place o.O,5,4,2,3
Done did work.,5,5,1,1
"I feel like I've been lied to all my life. But in a I'm happy I have been kind of way. Probably doesn't even make sense, but that's ok.",5,6,2,1
"Of those people who tryed QWOP and if you didnt, try it. Try to beet the score of 45.7 meters",5,5,1,1
Your intelligence is my common sense!,5,5,4,5
well i'm out of here fb until next time peace & love...,5,6,2,3
does anyone know about the head start program for kids ?,5,5,1,1
"I am asking for your support with American Cancer Society, Relay for Life. My Team's site link has been added here. Just click and assist in anyway that you can. It is a great cause and allows all of us to assist in the fight against cancer.",6,5,1,1
white...,5,5,1,3
did not buy myself flowers.... noooo.,5,5,2,1
I've just had the most crapiest dream ever in my life!,4,4,5,5
CHOCOLATE PIZZZA YUUUUMMMMM!!!!!!!!! OMG,6,7,9,9
did not get drunk on his 21st birthday. And they said it couldn't be done...,5,5,2,2
"I'm sad I don't have the Mountain network, so I missed my class on tv today.  Anyone tape it?",5,4,1,1
Put this on your status if you have the most beautiful DAUGHTER in the world!!! Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢.Ã‚Â¸Ã‚Â¸Ã‚Â¸.Ã¢â‚¬Â¢*Ã‚Â¨* Ã¢â‚¬Â¢Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨* Ã¢â‚¬Â¢Ã‚Â¸Ã‚Â¸Ã‚Â¸.Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢Ã‚Â¸Ã‚Â¸Ã‚Â¸. Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢        .,6,7,4,6
thank u so much Anton for reminding me about Alter Space... great job man!,6,6,5,5
Thanks for the B Day wishes everyone :),6,6,4,2
Listening to music... Chiillliin ((( d[^.^]b ))),6,6,3,3
is slightly disturbed..,4,4,1,3
just got my bike now its me and everything that can live at 250 plus Rage against the machine! We ride together We die together..bad boys for life!,6,5,4,5
Can't wait for this darn test to be over with! Then I can move on to everything else. -w- Counting down the days. :),5,6,4,5
